order_id,order_date,branch,product_id,quantity,unit_price_egp,discount_pct,payment_method,customer_id
ORD-000200,13/01/2024,Heliopolis,SP07,1,14272.0,0.0,credit card,C2120
ORD-000198,13/01/2024,Miami,LP01,1,29128.0,0.0,Installments,C1530
ORD-000197,13/01/2024,Maadi,SP08,1,45376.0,0.0,Credit Card,C1635
ORD-000196,13/01/2024,Heliopolis,TB04,1,17117.0,0.0,Credit Card,C1277
ORD-000194,13/01/2024,Mansoura,AC01,1,34351.0,0.0,installments,C2209
ORD-000199,13/01/2024,Miami,AX08,4,1345.0,0.0,Visa/Mastercard,C1795
ORD-000192,13/01/2024,Mansoura,SP08,1,45051.0,0.0,Cash,C1734
ORD-000191,13/01/2024,Heliopolis,AX12,4,893.0,0.0,CASH,
ORD-000190,13/01/2024,Nasr City,AU05,2,3149.0,0.0,installments,C2485
ORD-000189,13/01/2024,Maadi,AX03,1,540.0,0.0,VF Cash,C2162
ORD-000185,13/01/2024,Miami,AX02,3,358.0,0.0,mobile wallet,C2252
ORD-000188,13/01/2024,Mansoura,TV02,1,26591.0,0.0,Cash,
ORD-000187,13/01/2024,Miami,AX02,5,358.0,0.0,Cash,C1086
ORD-000186,13/01/2024,Nasr City,KA03,1,6828.0,0.0,mobile wallet,C0677
ORD-000193,13/01/2024,Maadi,LP01,1,28346.0,0.0,Installments,C0868
ORD-000215,14/01/2024,Nasr City,LP05,1,36017.0,0.0,installments,C0242
ORD-000214,14/01/2024,6th of October,SP05,1,,0.0,CASH,C0291
ORD-000213,14/01/2024,Smouha,AX05,1,2460.0,0.0,Credit Card,C0030
ORD-000212,14/01/2024,Miami,TV01,1,32357.0,0.0,CASH,C0903
ORD-000211,14/01/2024,Dokki,TV03,1,14472.0,0.0,VF Cash,C2411
ORD-000210,14/01/2024,Nasr City,AX07,3,762.0,0.0,Installments,C0943
ORD-000208,14/01/2024,Mansoura,AX05,1,2462.0,0.0,installments,C2410
ORD-000207,14/01/2024,Mansoura,AX05,4,2486.0,0.0,Credit Card,C0087
ORD-000206,14/01/2024,smouha,AX12,2,902.0,0.0,Cash,C1385
ORD-000205,14/01/2024,Maadi,AX03,1,547.0,0.0,cash,C0263
ORD-000204,14/01/2024,Smouha ,AX09,5,1819.0,0.0,Credit Card,C0921
ORD-000203,14/01/2024,Heliopolis,AX11,2,412.0,0.0,Cash,C1016
ORD-000209,14/01/2024,Maadi,LP01,1,27799.0,0.0,Cash,C2269
ORD-000224,15/01/2024,Heliopolis,AX04,5,,0.0,credit card,
ORD-000229,15/01/2024,Dokki,AU04,2,1474.0,0.0,Mobile Wallet,C0542
ORD-000228,15/01/2024,HELIOPOLIS,KA03,2,6688.0,0.05,cash,C2209
ORD-000227,15/01/2024,Mansoura,KA03,1,6679.0,0.0,Mobile Wallet,C0878
ORD-000225,15/01/2024,Heliopolis,AU01,1,6330.0,0.05,Visa/Mastercard,C1989
ORD-000223,15/01/2024,Dokki,AU02,2,8973.0,0.0,VF Cash,C1141
ORD-000226,15/01/2024,6th of October,KA02,2,3508.0,0.0,installments,
ORD-000221,15/01/2024,Mansoura,AX04,3,252.0,0.0,Installments,C2106
ORD-000220,15/01/2024,Smouha,AX07,2,738.0,0.0,CASH,C0291
ORD-000216,15/01/2024,6th of October,AX10,3,451.0,0.0,Mobile Wallet,C0938
ORD-000219,15/01/2024,6th of October,TV01,1,32272.0,0.0,Installments,C1354
ORD-000218,15/01/2024,Nasr City,KA01,2,4259.0,0.05,Visa/Mastercard,C0129
ORD-000217,15/01/2024,Mansoura,KA03,2,6989.0,0.0,cash,C0277
ORD-000222,15/01/2024,Heliopolis,KA07,1,19038.0,0.0,VF Cash,C0975
ORD-000240,16/01/2024,Heliopolis,KA05,1,9982.0,0.0,Credit Card,
ORD-000239,16/01/2024,DOKKI,TB03,1,9565.0,0.0,Credit Card,C1766
ORD-000238,16/01/2024,Nasr City,SP06,1,9534.0,0.0,CASH,C0398
ORD-000237,16/01/2024,Dokki,AX05,1,2517.0,0.0,cash,C0387
ORD-000236,16/01/2024,Nasr City,AU05,1,3118.0,0.0,Mobile Wallet,C0780
ORD-000235,16/01/2024,Miami,TB02,1,13846.0,0.0,mobile wallet,C1668
ORD-000234,16/01/2024,Heliopolis,LP02,1,43115.0,0.0,credit card,C1938
ORD-000233,16/01/2024,Smouha,AX05,3,2451.0,0.0,installments,C0996
ORD-000232,16/01/2024,Nasr City,AX05,4,2467.0,0.0,credit card,C1937
ORD-000231,16/01/2024,Nasr City,AX05,3,2489.0,0.0,Installments,C2361
ORD-000230,16/01/2024,Heliopolis,KA04,1,24025.0,0.0,installments,C2339
ORD-000252,17/01/2024,Maadi,AC01,1,33154.0,0.0,cash,C1019
ORD-000251,17/01/2024,Heliopolis,SP03,1,57096.0,0.0,Cash,C0448
ORD-000249,17/01/2024,Smouha,SP06,1,10057.0,0.0,VF Cash,C1390
ORD-000248,17/01/2024,6th of October,LP04,1,77264.0,0.05,VF Cash,C1650
ORD-000247,17/01/2024,Smouha,TB02,1,13378.0,0.0,credit card,C0249
ORD-000250,17/01/2024,Maadi,LP02,1,42084.0,0.0,installments,
ORD-000245,17/01/2024,Heliopolis,KA02,2,3589.0,0.0,Valu/Installments,C0222
ORD-000244,17/01/2024,Nasr City,AX03,2,550.0,0.0,Credit Card,C1913
ORD-000243,17/01/2024,Nasr City,KA07,1,18305.0,0.0,Valu/Installments,C1684
ORD-000242,17/01/2024,6th of October,AX10,5,438.0,0.0,credit card,C1735
ORD-000241,17/01/2024,Nasr City,AX07,5,729.0,0.0,VF Cash,C1452
ORD-000246,17/01/2024,Mansoura,LP06,1,21381.0,0.0,Credit Card,C0404
ORD-000266,18/01/2024,Heliopolis,AC05,1,37950.0,0.0,Credit Card,C0309
ORD-000265,18/01/2024,Miami,SP06,1,9723.0,0.0,Cash,
ORD-000264,18/01/2024,Nasr City,SP06,1,9705.0,0.0,cash,C1024
ORD-000263,18/01/2024,Maadi,TV04,1,40794.0,0.0,installments,C1895
ORD-000261,18/01/2024,Heliopolis,TV04,1,41216.0,0.0,credit card,C0752
ORD-000260,18/01/2024,Miami,SP03,1,58043.0,0.0,installments,C1729
ORD-000262,18/01/2024,Dokki,AX07,2,769.0,0.0,cash,C1141
ORD-000258,18/01/2024,Heliopolis,AX05,1,2519.0,0.0,CASH,C0575
ORD-000257,18/01/2024,Maadi,TB04,1,17503.0,0.0,cash,C1838
ORD-000256,18/01/2024,Maadi,AC05,1,39376.0,0.0,Valu/Installments,C2197
ORD-000255,18/01/2024,Miami,AU05,2,3123.0,0.0,Visa/Mastercard,C0780
ORD-000254,18/01/2024,Mansoura,SP04,1,11841.0,0.0,Cash,
ORD-000253,18/01/2024,Maadi,AX09,4,1888.0,0.0,Credit Card,C0785
ORD-000259,18/01/2024,Miami,AU01,1,6668.0,0.0,credit card,
ORD-000280,19/01/2024,Nasr City,KA07,1,18683.0,0.0,CASH,C0876
ORD-000281,19/01/2024,Dokki,KA04,1,24214.0,0.0,Credit Card,C1643
ORD-000282,19/01/2024,Nasr City,AX09,5,1821.0,0.0,CASH,
ORD-000283,19/01/2024,MANSOURA,SP01,1,16076.0,0.0,VF Cash,C0241
ORD-000286,19/01/2024,Mansoura ,AC02,1,46464.0,0.0,credit card,C0009
ORD-000285,19/01/2024,Mansoura,AX04,2,251.0,0.0,Cash,C1553
ORD-000287,19/01/2024,Mansoura ,SP02,1,52828.0,0.0,Installments,C1600
ORD-000279,19/01/2024,Heliopolis,KA01,1,4274.0,0.0,Visa/Mastercard,C1972
ORD-000284,19/01/2024,6th of October,AX12,2,883.0,0.0,credit card,C0675
ORD-000278,19/01/2024,Smouha,SP07,1,14792.0,0.0,CASH,
ORD-000267,19/01/2024,6th of October,AX08,3,1383.0,0.0,CASH,C1816
ORD-000276,19/01/2024,6th of October,KA07,2,18363.0,0.0,cash,C1665
ORD-000268,19/01/2024,Dokki,SP04,1,11543.0,0.0,Mobile Wallet,C2255
ORD-000269,19/01/2024,6th of October,AU01,1,6634.0,0.0,CASH,C0402
ORD-000270,19/01/2024,Miami,AU05,1,3140.0,0.0,Mobile Wallet,C0208
ORD-000271,19/01/2024,Smouha,LP05,1,35058.0,0.0,installments,C2215
ORD-000277,19/01/2024,Miami,TV04,1,39940.0,0.0,cash,C1990
ORD-000273,19/01/2024,Dokki,KA08,1,5407.0,0.0,credit card,C0383
ORD-000274,19/01/2024,Maadi,LP01,1,28247.0,0.0,Cash,C0969
ORD-000275,19/01/2024,Nasr City,SP04,1,11433.0,0.0,cash,C0682
ORD-000272,19/01/2024,Nasr City,AX05,4,2377.0,0.0,Installments,C0061
RET-000110,20/01/2024,Smouha,AX05,-4,2463.0,0.0,Mobile Wallet,C1087
ORD-000307,20/01/2024,Dokki,AC05,1,39408.0,0.0,CASH,C2060
ORD-000306,20/01/2024,Nasr City,AX06,2,1129.0,0.05,Credit Card,C1953
ORD-000305,20/01/2024,Dokki,AX05,5,2457.0,0.0,VF Cash,C2393
ORD-000304,20/01/2024,DOKKI,AU05,1,,0.0,credit card,C0206
ORD-000303,20/01/2024,Heliopolis,AX04,1,246.0,0.0,CASH,C0235
ORD-000301,20/01/2024,Maadi,SP08,1,,0.0,credit card,C0250
ORD-000300,20/01/2024,6th of October,AU05,2,3237.0,0.05,installments,C2221
ORD-000298,20/01/2024,Nasr City,SP02,1,53050.0,0.0,Credit Card,C0240
ORD-000302,20/01/2024,Maadi,AX04,4,247.0,0.0,Credit Card,C1285
ORD-000299,20/01/2024,Nasr City,AU05,1,3224.0,0.0,CASH,C2373
ORD-000296,20/01/2024,Dokki,LP01,1,28498.0,0.05,Valu/Installments,C1216
ORD-000295,20/01/2024,Nasr City,AU04,2,1441.0,0.05,Valu/Installments,C0778
ORD-000294,20/01/2024,Mansoura,KA07,1,18062.0,0.0,VF Cash,C0635
ORD-000293,20/01/2024,Miami,AX08,2,1339.0,0.05,cash,C1994
ORD-000292,20/01/2024,6th of October,LP05,1,35998.0,0.0,Valu/Installments,C2277
ORD-000291,20/01/2024,6th of October,KA03,2,6637.0,0.0,Visa/Mastercard,C1733
ORD-000290,20/01/2024,Nasr City,AC01,1,33671.0,0.0,installments,C1169
ORD-000289,20/01/2024,Dokki,AX07,2,,0.0,Visa/Mastercard,C1864
ORD-000288,20/01/2024,Smouha,AX05,4,2463.0,0.0,Mobile Wallet,C1087
ORD-000297,20/01/2024,Heliopolis,SP07,1,14880.0,0.0,Visa/Mastercard,C0892
ORD-000315,21/01/2024,6th of October,SP01,1,16837.0,0.0,Credit Card,C2438
ORD-000314,21/01/2024,Miami,AX01,1,968.0,0.0,credit card,C0281
ORD-000313,21/01/2024,Smouha,AX11,3,409.0,0.0,installments,C0762
ORD-000309,21/01/2024,Heliopolis,AU03,1,13813.0,0.0,credit card,C0645
ORD-000311,21/01/2024,Mansoura,AU03,1,13549.0,0.0,CASH,C2081
ORD-000310,21/01/2024,Dokki,LP04,1,79512.0,0.0,Valu/Installments,C0233
ORD-000308,21/01/2024,Mansoura,AX08,3,1364.0,0.0,mobile wallet,C2176
ORD-000312,21/01/2024,Mansoura,AU02,2,8862.0,0.0,cash,C0329
ORD-000322,22/01/2024,Dokki,KA05,2,9715.0,0.0,CASH,C2372
ORD-000321,22/01/2024,HELIOPOLIS,TB04,1,17121.0,0.0,Cash,C1009
ORD-000319,22/01/2024,Miami,LP03,1,30130.0,0.0,Valu/Installments,C0492
