order_id,order_date,branch,product_id,quantity,unit_price_egp,discount_pct,payment_method,customer_id
ORD-006730,10/01/2025,Smouha,KA02,2,3512.0,0.0,credit card,C0154
ORD-006725,10/01/2025,Smouha,AX03,4,543.0,0.05,Cash,C2151
ORD-006732,10/01/2025,Mansoura,TV05,1,24470.0,0.0,CASH,C0380
ORD-006733,10/01/2025,Smouha,SP05,1,19327.0,0.0,CASH,C1818
ORD-006729,10/01/2025,Dokki ,TV04,1,39978.0,0.0,credit card,C1533
ORD-006722,10/01/2025,Heliopolis,TV04,1,,0.0,Cash,C1852
ORD-006723,10/01/2025,Heliopolis,TV03,1,14148.0,0.0,Mobile Wallet,C1240
ORD-006720,10/01/2025,Mansoura,AU05,2,3193.0,0.0,Credit Card,C0974
ORD-006734,11/01/2025,Heliopolis,TV03,1,14575.0,0.0,CASH,C2073
ORD-006738,11/01/2025,Mansoura,AX03,2,561.0,0.05,cash,C0632
ORD-006741,11/01/2025,Heliopolis,AU03,1,13317.0,0.05,cash,C1981
ORD-006740,11/01/2025,Miami,TV05,1,24556.0,0.0,Visa/Mastercard,C1394
ORD-006739,11/01/2025,Nasr City,SP05,1,19486.0,0.0,credit card,C0780
ORD-006744,11/01/2025,Nasr City,KA08,2,5422.0,0.0,Installments,
ORD-006737,11/01/2025,Miami,AX03,2,534.0,0.05,installments,C2049
ORD-006736,11/01/2025,Mansoura,KA04,2,25144.0,0.0,Visa/Mastercard,C1977
ORD-006735,11/01/2025,Heliopolis,TV01,1,32889.0,0.0,Cash,C0103
ORD-006743,11/01/2025,6th of October,AX12,2,875.0,0.0,Cash,C1272
ORD-006745,11/01/2025,Heliopolis,AX07,2,763.0,0.0,Valu/Installments,C1341
ORD-006742,11/01/2025,Nasr City,AX05,2,2470.0,0.0,credit card,C2145
ORD-006753,11/01/2025,Maadi,AC06,1,40967.0,0.0,Cash,C1882
ORD-006752,11/01/2025,6th of October,TB04,1,17602.0,0.0,Mobile Wallet,C0150
ORD-006751,11/01/2025,Heliopolis,SP05,1,19833.0,0.0,VF Cash,C0841
ORD-006754,11/01/2025,Mansoura,AC05,1,39572.0,0.0,credit card,C1588
ORD-006749,11/01/2025,6th of October,AX12,5,924.0,0.0,cash,C2115
ORD-006748,11/01/2025,Nasr City,AU03,2,13278.0,0.0,Valu/Installments,C0403
ORD-006747,11/01/2025,Maadi,SP02,1,50564.0,0.0,cash,
ORD-006746,11/01/2025,Mansoura,AX09,3,1839.0,0.0,Cash,C0587
ORD-006750,11/01/2025,Dokki,TV01,1,32851.0,0.0,cash,C0544
ORD-006756,12/01/2025,Miami,KA04,2,24996.0,0.0,installments,C0475
ORD-006758,12/01/2025,Maadi,LP02,1,41166.0,0.0,installments,C0017
ORD-006761,12/01/2025,Smouha,TB02,1,13798.0,0.0,credit card,C2435
ORD-006760,12/01/2025,Nasr City,AU03,1,13435.0,0.0,Credit Card,C0181
ORD-006759,12/01/2025,Maadi,AX06,1,1183.0,0.0,Credit Card,C1274
ORD-006755,12/01/2025,Miami,TB03,1,9340.0,0.0,Installments,C2140
ORD-006757,12/01/2025,Heliopolis,TB01,1,25009.0,0.05,Installments,
ORD-006762,12/01/2025,Mansoura,SP07,1,14676.0,0.0,Cash,C0357
ORD-006763,12/01/2025,6th of October,AX09,4,1886.0,0.0,installments,C1366
ORD-006764,12/01/2025,Miami,AX02,1,359.0,0.0,Valu/Installments,C1913
ORD-006772,12/01/2025,6th of October,AX01,1,942.0,0.05,credit card,C0860
ORD-006771,12/01/2025,Heliopolis,TV04,1,40706.0,0.0,CASH,C1279
ORD-006770,12/01/2025,Heliopolis,SP02,1,51161.0,0.0,Installments,C2366
ORD-006769,12/01/2025,Nasr City,KA08,1,5520.0,0.0,Visa/Mastercard,C0093
ORD-006765,12/01/2025,Heliopolis,AX03,5,548.0,0.0,CASH,C0189
ORD-006767,12/01/2025,Nasr City,TB02,1,13779.0,0.0,cash,C2133
ORD-006766,12/01/2025,6th of october,SP03,1,59704.0,0.0,CASH,C0423
RET-000030,12/01/2025,Smouha,TB02,-1,13798.0,0.0,credit card,C2435
ORD-006768,12/01/2025,Mansoura,TB04,1,18012.0,0.0,Cash,C1280
ORD-006779,13/01/2025,Mansoura,AC02,1,45342.0,0.0,Visa/Mastercard,C1308
ORD-006782,13/01/2025,Nasr City,SP03,1,59327.0,0.0,Installments,C1117
ORD-006774,13/01/2025,Dokki,TV05,1,23466.0,0.0,Cash,C0822
ORD-006773,13/01/2025,Nasr City,AX07,3,742.0,0.0,mobile wallet,C1315
ORD-006775,13/01/2025,Dokki,LP03,1,30350.0,0.0,VF Cash,C0789
ORD-006777,13/01/2025,6th of October,AX08,4,1327.0,0.0,cash,C1134
ORD-006778,13/01/2025,6th of October,AX11,2,408.0,0.0,Visa/Mastercard,C2181
ORD-006780,13/01/2025,Heliopolis,SP06,1,9602.0,0.0,cash,C1807
ORD-006776,13/01/2025,Miami,LP02,1,42953.0,0.0,installments,C1174
ORD-006784,13/01/2025,Nasr City,AX03,1,552.0,0.0,CASH,C0646
ORD-006783,13/01/2025,Heliopolis,AX01,3,948.0,0.0,VF Cash,C0612
ORD-006785,13/01/2025,Mansoura,KA02,1,3608.0,0.0,Credit Card,C1121
RET-000049,13/01/2025,Mansoura,KA02,-1,3608.0,0.0,Credit Card,C1121
ORD-006786,13/01/2025,Nasr City,AX08,2,,0.0,Cash,C0469
ORD-006787,13/01/2025,Dokki,AU02,1,9152.0,0.0,cash,C0063
ORD-006788,13/01/2025,Nasr City,TV02,1,26612.0,0.0,Credit Card,C2293
ORD-006789,13/01/2025,Smouha,TV05,1,23447.0,0.0,Installments,C2106
ORD-006790,13/01/2025,Dokki,AU03,2,,0.0,credit card,C0420
ORD-006781,13/01/2025,Heliopolis,AU04,2,1489.0,0.05,Cash,C0482
ORD-006798,14/01/2025,Heliopolis,AX03,4,560.0,0.05,credit card,C0580
ORD-006791,14/01/2025,6th of October,AX08,4,1338.0,0.0,installments,C0847
ORD-006792,14/01/2025,NASR CITY,AU05,1,3258.0,0.0,cash,C2223
ORD-006793,14/01/2025,Miami,SP08,1,44783.0,0.0,CASH,C1435
ORD-006794,14/01/2025,Mansoura,AX08,2,1364.0,0.0,Visa/Mastercard,C2251
ORD-006796,14/01/2025,Mansoura,SP04,1,11378.0,0.0,Valu/Installments,C1305
ORD-006797,14/01/2025,Heliopolis,SP07,1,,0.0,Mobile Wallet,C1111
ORD-006799,14/01/2025,Heliopolis,SP01,1,16067.0,0.0,Installments,C1161
ORD-006800,14/01/2025,Miami,AC01,1,32917.0,0.0,CASH,C2352
ORD-006801,14/01/2025,Heliopolis,LP06,1,22005.0,0.0,installments,C1003
RET-000099,14/01/2025,Heliopolis,SP01,-1,16067.0,0.0,Installments,C1161
ORD-006795,14/01/2025,6th of October,SP06,1,9715.0,0.0,VF Cash,
ORD-006806,15/01/2025,Maadi,AX02,3,351.0,0.0,mobile wallet,C1388
ORD-006811,15/01/2025,miami,SP06,1,9930.0,0.0,Cash,C0119
ORD-006802,15/01/2025,6th of October,AU03,2,13380.0,0.0,Valu/Installments,
ORD-006803,15/01/2025,Heliopolis,LP02,1,42490.0,0.0,CASH,C0702
ORD-006807,15/01/2025,Smouha,AU05,2,3190.0,0.0,Credit Card,C2215
ORD-006804,15/01/2025,Nasr City,SP08,1,44404.0,0.05,Credit Card,C0292
ORD-006808,15/01/2025,Nasr City,SP06,1,10037.0,0.0,Mobile Wallet,C1818
ORD-006810,15/01/2025,Dokki,AU02,1,8884.0,0.0,Visa/Mastercard,C0533
ORD-006805,15/01/2025,6th of October,SP01,1,16235.0,0.0,cash,C1276
ORD-006813,15/01/2025,6TH OF OCTOBER,AU03,1,13309.0,0.0,Credit Card,
ORD-006812,15/01/2025,Maadi,TV03,1,14768.0,0.0,CASH,C1929
ORD-006814,15/01/2025,Mansoura,AX06,3,1138.0,0.0,Cash,C0207
ORD-006815,15/01/2025,Nasr City,KA04,2,25171.0,0.0,Cash,C0434
ORD-006816,15/01/2025,Maadi,SP04,1,11407.0,0.0,cash,C1572
ORD-006809,15/01/2025,Dokki,AX05,4,2416.0,0.0,cash,C0208
ORD-006826,16/01/2025,Miami,AU05,1,3225.0,0.0,Cash,C1280
ORD-006819,16/01/2025,Nasr City,AX10,2,437.0,0.0,credit card,C1747
ORD-006818,16/01/2025,Miami,AC02,1,46142.0,0.0,installments,C0353
ORD-006817,16/01/2025,Miami,KA05,1,10085.0,0.0,Valu/Installments,C0221
ORD-006820,16/01/2025,HELIOPOLIS,TV05,1,23979.0,0.0,installments,C1606
ORD-006821,16/01/2025,Maadi,AU02,2,9136.0,0.0,Cash,C0734
ORD-006822,16/01/2025,Dokki,AX07,2,753.0,0.0,Credit Card,C2442
ORD-006828,16/01/2025,6th of October,SP06,1,9910.0,0.0,cash,C0812
ORD-006825,16/01/2025,Mansoura,SP02,1,52670.0,0.0,installments,C1457
ORD-006824,16/01/2025,Mansoura,AU02,2,9022.0,0.0,CASH,C1827
ORD-006827,16/01/2025,Nasr City,SP02,1,51402.0,0.0,credit card,C1362
ORD-006829,16/01/2025,Nasr City,KA03,2,6982.0,0.0,credit card,C2186
ORD-006830,16/01/2025,Smouha,AX05,5,2387.0,0.0,CASH,C0322
ORD-006831,16/01/2025,Smouha,SP01,1,16111.0,0.0,Cash,
ORD-006832,16/01/2025,Smouha,AU04,2,1433.0,0.0,credit card,C1908
ORD-006823,16/01/2025,Dokki,SP01,1,16592.0,0.0,Valu/Installments,C2428
ORD-006837,17/01/2025,Nasr City,LP06,1,22180.0,0.0,Credit Card,C0399
ORD-006834,17/01/2025,Miami,LP04,1,75976.0,0.0,Credit Card,C0540
ORD-006838,17/01/2025,Miami,AU02,1,8945.0,0.0,installments,C1867
ORD-006836,17/01/2025,Smouha,AU01,1,6666.0,0.0,Credit Card,C1919
ORD-006840,17/01/2025,Mansoura,SP04,1,11331.0,0.0,Cash,C1907
ORD-006841,17/01/2025,smouha,AX08,1,1310.0,0.0,Mobile Wallet,C1928
ORD-006839,17/01/2025,Maadi,AX08,4,1316.0,0.0,Mobile Wallet,C1272
ORD-006835,17/01/2025,Mansoura,KA07,1,18540.0,0.0,Mobile Wallet,C0381
RET-000062,17/01/2025,6th of October,TB03,-1,9715.0,0.0,CASH,C1606
ORD-006833,17/01/2025,Smouha,TB02,1,13423.0,0.05,CASH,C2326
ORD-006842,17/01/2025,Smouha,AU01,2,6646.0,0.0,Visa/Mastercard,C0950
ORD-006846,17/01/2025,Miami,AX02,1,355.0,0.0,Mobile Wallet,C1489
ORD-006844,17/01/2025,Mansoura,AX12,4,881.0,0.0,mobile wallet,C0589
ORD-006845,17/01/2025,6th of October,SP04,1,11475.0,0.0,Cash,C1057
ORD-006847,17/01/2025,6th of October,TB03,1,9715.0,0.0,CASH,C1606
ORD-006848,17/01/2025,Miami,AX10,4,439.0,0.0,cash,C0752
ORD-006849,17/01/2025,Smouha ,AX06,5,1177.0,0.0,Installments,C1354
RET-000090,17/01/2025,Mansoura,KA07,-1,18540.0,0.0,Mobile Wallet,C0381
ORD-006843,17/01/2025,Nasr City,KA08,1,5473.0,0.0,Cash,C0917
ORD-006855,18/01/2025,Dokki ,SP05,1,19644.0,0.0,CASH,C1947
ORD-006856,18/01/2025,Heliopolis,LP04,1,79511.0,0.0,VF Cash,C0463
ORD-006865,18/01/2025,Heliopolis,SP03,1,57159.0,0.0,Valu/Installments,C0522
ORD-006859,18/01/2025,Miami,TB04,1,17715.0,0.0,CASH,C1890
ORD-006861,18/01/2025,Nasr City,LP04,1,77288.0,0.0,VF Cash,C1157
ORD-006862,18/01/2025,Maadi,AX01,5,938.0,0.0,cash,C1428
ORD-006863,18/01/2025,Maadi,SP03,1,58515.0,0.0,cash,C2476
ORD-006857,18/01/2025,Dokki,TV06,1,89841.0,0.0,Cash,C1440
ORD-006854,18/01/2025,Heliopolis,KA04,1,24339.0,0.0,Visa/Mastercard,C0268
ORD-006860,18/01/2025,heliopolis,KA04,1,24818.0,0.0,Installments,C0700
